,y,z,x,t,deviation,target_idx,y_d,z_d,x_d,t_d,c,color,deviationc,Ziehtiefe,part,tp,dx,dy,dz,nx,ny,nz
919,72.35534544088534,3.226308109560705e-11,0.0,0.91991991991992,0.007903623889873757,9198,72.34744181699547,0.7500000000324032,0.0,0.9198919891989199,1.0,cyan,0.007903623889873757,50,ru,4.617216117216118,0.0,0.28325568198905415,-4.66038319046902e-12,-0.0,1.6452920406550257e-11,1.0
920,72.63860112287446,2.4928503705723415e-11,0.0,0.9209209209209209,0.008158579499209395,9208,72.63044254337525,0.7500000000251906,0.0,0.920892089208921,1.0,cyan,0.008158579499209395,50,ru,4.622000915750916,0.0,0.28325568198915363,-8.708422871706034e-12,-0.0,3.0744035955612343e-11,1.0
921,72.92185680486365,1.484623535219498e-11,0.0,0.9219219219219219,0.008413535108587666,9218,72.91344326975506,0.7500000000151609,0.0,0.9218921892189219,-1.0,cyan,-0.008413535108587666,50,ru,4.626785714285714,0.0,0.28325568198918916,-1.0155265517397538e-11,-0.0,3.585193930120395e-11,1.0
922,73.20511248685284,4.617972670928339e-12,0.0,0.9229229229229229,0.008668490717909094,9228,73.19644399613493,0.750000000004908,0.0,0.922892289228923,1.0,cyan,0.008668490717909094,50,ru,4.631570512820512,0.0,0.28325568198916073,-9.02866670315916e-12,-0.0,3.1874618153307366e-11,1.0
923,73.48836816884197,-3.2110980541233403e-12,0.0,0.9239239239239239,0.008923446327258944,9238,73.47944472251471,0.749999999996981,0.0,0.9238923892389239,-1.0,cyan,-0.008923446327258944,50,ru,4.636355311355311,0.0,0.2832556819891039,-6.112055306317643e-12,-0.0,2.157787361368009e-11,1.0
924,73.77162385083105,-7.606137941706947e-12,0.0,0.924924924924925,0.009178401936637215,9248,73.76244544889441,0.7499999999924882,0.0,0.924892489248925,1.0,cyan,0.009178401936637215,50,ru,4.6411401098901095,0.0,0.28325568198902573,-2.9848346017047334e-12,-0.0,1.0537598330756082e-11,1.0
925,74.05487953282002,-9.180767257532807e-12,0.0,0.9259259259259259,0.009433357545972854,9258,74.04544617527405,0.7499999999908337,0.0,0.9258925892589259,1.0,cyan,0.009433357545972854,50,ru,4.645924908424909,0.0,0.28325568198894047,-5.128675262255911e-13,-0.0,1.8106169049262554e-12,1.0
926,74.33813521480893,-8.63187299415813e-12,0.0,0.9269269269269269,0.009688313155336914,9268,74.32844690165359,0.7499999999913218,0.0,0.9268926892689269,-1.0,cyan,-0.009688313155336914,50,ru,4.650709706959707,0.0,0.2832556819888836,1.2622125566963405e-12,0.0,-4.456089098844189e-12,1.0
927,74.62139089679779,-6.656342144140126e-12,0.0,0.9279279279279279,0.009943268764658342,9278,74.61144762803313,0.749999999993258,0.0,0.9278927892789279,1.0,cyan,0.009943268764658342,50,ru,4.655494505494505,0.0,0.2832556819888481,2.3402391136073675e-12,0.0,-8.261931754292236e-12,1.0
928,74.90464657878663,-3.951394766943395e-12,0.0,0.9289289289289289,0.010198224374022402,9288,74.8944483544126,0.7499999999959466,0.0,0.9288928892889289,1.0,cyan,0.010198224374022402,50,ru,4.660279304029304,0.0,0.2832556819888552,2.7213786779611837e-12,0.0,-9.607498987675232e-12,1.0
929,75.1879022607755,-1.2135847882177586e-12,0.0,0.92992992992993,0.010453179983386462,9298,75.17744908079212,0.7499999999986926,0.0,0.9298929892989299,-1.0,cyan,-0.010453179983386462,50,ru,4.665064102564102,0.0,0.2832556819888623,2.413513833232628e-12,0.0,-8.520619308627065e-12,1.0
930,75.47115794276435,8.75632899521861e-13,0.0,0.9309309309309309,0.010708135592736312,9308,75.46044980717161,0.750000000000814,0.0,0.9308930893089309,1.0,cyan,0.010708135592736312,50,ru,4.669848901098901,0.0,0.2832556819888765,1.6293633109398797e-12,0.0,-5.752270526399767e-12,1.0
931,75.75441362475325,2.045141833662001e-12,0.0,0.9319319319319319,0.010963091202086162,9318,75.74345053355117,0.750000000002015,0.0,0.931893189318932,-1.0,cyan,-0.010963091202086162,50,ru,4.6746336996336995,0.0,0.28325568198889073,7.92532706128668e-13,0.0,-2.797941070639321e-12,1.0
932,76.03766930674213,2.460698311779197e-12,0.0,0.9329329329329329,0.011218046811393378,9328,76.02645125993074,0.7500000000024565,0.0,0.9328932893289329,1.0,cyan,0.011218046811393378,50,ru,4.679418498168498,0.0,0.28325568198892626,1.3211653993039363e-13,0.0,-4.664214994831371e-13,1.0
933,76.32092498873111,2.309374913522788e-12,0.0,0.933933933933934,0.011473002420814282,9338,76.3094519863103,0.750000000002324,0.0,0.933893389338934,-1.0,cyan,-0.011473002420814282,50,ru,4.684203296703297,0.0,0.28325568198893336,-3.418376692820857e-13,-0.0,1.2068166360575993e-12,1.0
